,label,start,end,context,text,source,article_id
151,Loaded_Language,2293,2319,"We fear that your silence now, in the face of this latest papal travesty, may suggest consent to the claim that Amoris Laetitia is magisterial, and thus prove more damaging than if you had never raised your voice at all.",this latest papal travesty,train,715790840
152,"Name_Calling,Labeling",31,49,Dem Congressman Praises Hitler-Loving Anti-Semite,Loving Anti-Semite,train,728758697
153,"Whataboutism,Straw_Men,Red_Herring",51,89,The media is very interested in racism.,The media is very interested in racism,train,728758697
154,Appeal_to_Authority,819,1036,"“I don’t regard Louis Farrakhan as an aberration or anything, I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,” he emphasized later.","I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,”",train,728758697
155,"Bandwagon,Reductio_ad_hitlerum",1232,1383,"Farrakhan had praised Hitler and declared that the Jews, ""can't say 'Never Again' to God, because when he puts you in the ovens, you're there forever.”","Farrakhan had praised Hitler and declared that the Jews, ""can't say 'Never Again' to God, because when he puts you in the ovens, you're there forever.”",train,728758697
156,"Bandwagon,Reductio_ad_hitlerum",1384,1511,"""Here come the Jews.
They don't like Farrakhan, so they call me Hitler.
Well, that's a good name.
Hitler was a very great man.""","""Here come the Jews.
They don't like Farrakhan, so they call me Hitler.
Well, that's a good name.
Hitler was a very great man.""",train,728758697
157,Thought-terminating_Cliches,1456,1509,"Well, that's a good name.
Hitler was a very great man","Well, that's a good name.
Hitler was a very great man",train,728758697
158,Flag-Waving,1512,1599,"Would a Republican get a pass on meeting with a racist hate group leader?
Obviously not","Would a Republican get a pass on meeting with a racist hate group leader?
Obviously not",train,728758697
159,Doubt,1512,1584,Would a Republican get a pass on meeting with a racist hate group leader?,Would a Republican get a pass on meeting with a racist hate group leader,train,728758697
160,Causal_Oversimplification,1697,1788,"Don't expect it to condemn Rep. Davis' comments.
He was just saying what most of them think","Don't expect it to condemn Rep. Davis' comments.
He was just saying what most of them think",train,728758697
161,"Whataboutism,Straw_Men,Red_Herring",1790,1836,The media is happy to talk about anti-Semitism.,The media is happy to talk about anti-Semitism,train,728758697
162,Loaded_Language,24,49,Kavanaugh Nomination Is Exploding in Trump’s Face,Exploding in Trump’s Face,train,111111122
163,"Exaggeration,Minimisation",170,205,Justice Anthony Kennedy gave President Donald Trump the biggest political gift possible when he announced his resignation in the spring.,the biggest political gift possible,train,111111122
164,Loaded_Language,343,356,"Even though not everything that’s gone wrong is Trump’s fault, he has managed to make a complete hash of Brett Kavanaugh’s nomination to fill the empty seat on the court.",complete hash,train,111111122
165,Doubt,449,477,It’s a good example of how badly Trump does his job more than a year and a half into his administration.,how badly Trump does his job,train,111111122
166,Doubt,888,956,His decision during the campaign to release a list of potential justices drafted by Leo reflected the reality-TV star’s weakness as a presidential candidate.,reflected the reality-TV star’s weakness as a presidential candidate,train,111111122
167,"Name_Calling,Labeling",902,919,His decision during the campaign to release a list of potential justices drafted by Leo reflected the reality-TV star’s weakness as a presidential candidate.,reality-TV star’s,train,111111122
168,Doubt,1475,1522,"We have plenty of evidence that Trump is easily manipulated by those around him, and that Kavanaugh is a good fit for Trump’s biases: The judge has Ivy League credentials and he passes Trump’s cut-of-his-jib test by looking the part.",Trump is easily manipulated by those around him,train,111111122
169,Loaded_Language,1636,1655,"We have plenty of evidence that Trump is easily manipulated by those around him, and that Kavanaugh is a good fit for Trump’s biases: The judge has Ivy League credentials and he passes Trump’s cut-of-his-jib test by looking the part.",cut-of-his-jib test,train,111111122
170,Loaded_Language,3210,3224,"It’s still not clear that Kavanaugh’s nomination is doomed, but it’s certainly in severe trouble.",severe trouble,train,111111122
171,Doubt,3413,3440,And Trump hasn’t learned it yet.,Trump hasn’t learned it yet,train,111111122
172,"Exaggeration,Minimisation",3489,3519,"For one thing, the president has made this an extremely high-profile episode by stringing out the process as the accusations against Kavanaugh gained credibility and even multiplied.",extremely high-profile episode,train,111111122
173,Doubt,3991,4046,"It’s also the case that the more negative information comes out, the more it appears that the Trump and his White House staff failed to do their jobs in vetting and managing Kavanaugh.",Trump and his White House staff failed to do their jobs,train,111111122
174,Loaded_Language,4449,4468,"First he said that Brasey had to be heard; then he attacked her in terms that were a slur on all women who have been assaulted without immediately reporting it to the police, and he also blamed the Senate for not voting before she came forward.",a slur on all women,train,111111122
175,"Name_Calling,Labeling",5027,5059,"The sum of all this has been, as in many other episodes, that Trump and his White House are a gang that can’t shoot straight and that he’s eager to blame his allies and lash out at his enemies in ugly ways when things go wrong.",a gang that can’t shoot straight,train,111111122
